457,"CHAVIN DE HUANTAR",0,0,1,42,-16.399,-71.5364
458,HUACACHI,0,0,1,42,-16.399,-71.5364
459,HUACCHIS,0,0,1,42,-16.399,-71.5364
460,HUACHIS,0,0,1,42,-16.399,-71.5364
461,HUANTAR,0,0,1,42,-16.399,-71.5364
462,HUARI,0,0,1,42,-16.399,-71.5364
463,MASIN,0,0,1,42,-16.399,-71.5364
464,PAUCAS,0,0,1,42,-16.399,-71.5364
465,PONTO,0,0,1,42,-16.399,-71.5364
466,RAHUAPAMPA,0,0,1,42,-16.399,-71.5364
467,RAPAYAN,0,0,1,42,-16.399,-71.5364
468,"SAN MARCOS",0,0,1,42,-16.399,-71.5364
469,"SAN PEDRO DE CHANA",0,0,1,42,-16.399,-71.5364
470,UCO,0,0,1,42,-16.399,-71.5364
471,PISCOBAMBA,0,0,1,45,-16.399,-71.5364
472,ABANCAY,0,0,1,53,-16.399,-71.5364
473,CHACOCHE,0,0,1,53,-16.399,-71.5364
474,CIRCA,0,0,1,53,-16.399,-71.5364
475,CURAHUASI,0,0,1,53,-16.399,-71.5364
476,HUANIPACA,0,0,1,53,-16.399,-71.5364
